DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB00244,Mesalazine,SmallMoleculeDrug,P18440,Arylamine N-acetyltransferase 1
DB00246,Ziprasidone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00246,Ziprasidone,SmallMoleculeDrug,Q06278,Aldehyde oxidase
DB00247,Methysergide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00248,Cabergoline,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00250,Dapsone,SmallMoleculeDrug,P05164,Myeloperoxidase
DB00250,Dapsone,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB00250,Dapsone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00250,Dapsone,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00250,Dapsone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00250,Dapsone,SmallMoleculeDrug,P31513,Dimethylaniline monooxygenase [N-oxide-forming] 3
DB00250,Dapsone,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB00250,Dapsone,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB00250,Dapsone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00250,Dapsone,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00250,Dapsone,SmallMoleculeDrug,P11245,Arylamine N-acetyltransferase 2
DB00250,Dapsone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00250,Dapsone,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00252,Phenytoin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00252,Phenytoin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00252,Phenytoin,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00252,Phenytoin,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00252,Phenytoin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00252,Phenytoin,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00252,Phenytoin,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00252,Phenytoin,SmallMoleculeDrug,P15538,"Cytochrome P450 11B1, mitochondrial"
DB00252,Phenytoin,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00252,Phenytoin,SmallMoleculeDrug,P19224,UDP-glucuronosyltransferase 1-6
DB00252,Phenytoin,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB00252,Phenytoin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00252,Phenytoin,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00252,Phenytoin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00252,Phenytoin,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00252,Phenytoin,SmallMoleculeDrug,P07099,Epoxide hydrolase 1
DB00252,Phenytoin,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB00252,Phenytoin,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB00252,Phenytoin,SmallMoleculeDrug,P15559,NAD(P)H dehydrogenase [quinone] 1
DB00252,Phenytoin,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB00253,Medrysone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00253,Medrysone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00254,Doxycycline,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P11511,Aromatase
DB00257,Clotrimazole,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00257,Clotrimazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00257,Clotrimazole,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00257,Clotrimazole,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00257,Clotrimazole,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00257,Clotrimazole,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00257,Clotrimazole,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00257,Clotrimazole,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00260,Cycloserine,SmallMoleculeDrug,P20711,Aromatic-L-amino-acid decarboxylase
DB00261,Anagrelide,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00263,Sulfisoxazole,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00264,Metoprolol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00264,Metoprolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00266,Dicoumarol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00266,Dicoumarol,SmallMoleculeDrug,P05178,Cytochrome P450 2C6
DB00266,Dicoumarol,SmallMoleculeDrug,P08683,Cytochrome P450 2C11
DB00268,Ropinirole,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00269,Chlorotrianisene,SmallMoleculeDrug,P11511,Aromatase
DB00270,Isradipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00273,Topiramate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00273,Topiramate,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00277,Theophylline,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00277,Theophylline,SmallMoleculeDrug,Q16678,Cytochrome P450 1B1
DB00277,Theophylline,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00277,Theophylline,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00277,Theophylline,SmallMoleculeDrug,P00813,Adenosine deaminase
DB00277,Theophylline,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00277,Theophylline,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00278,Argatroban,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00278,Argatroban,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00279,Liothyronine,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00280,Disopyramide,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00280,Disopyramide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00281,Lidocaine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00281,Lidocaine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00281,Lidocaine,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00281,Lidocaine,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00281,Lidocaine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00281,Lidocaine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00281,Lidocaine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00281,Lidocaine,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00281,Lidocaine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00283,Clemastine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00285,Venlafaxine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00285,Venlafaxine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00285,Venlafaxine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00285,Venlafaxine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00286,Conjugated estrogens,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00286,Conjugated estrogens,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00286,Conjugated estrogens,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB00288,Amcinonide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00288,Amcinonide,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00289,Atomoxetine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00289,Atomoxetine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00290,Bleomycin,SmallMoleculeDrug,Q13867,Bleomycin hydrolase
DB00291,Chlorambucil,SmallMoleculeDrug,P09211,Glutathione S-transferase P
DB00291,Chlorambucil,SmallMoleculeDrug,P08263,Glutathione S-transferase A1
DB00291,Chlorambucil,SmallMoleculeDrug,P09210,Glutathione S-transferase A2
DB00291,Chlorambucil,SmallMoleculeDrug,P09488,Glutathione S-transferase Mu 1
DB00291,Chlorambucil,SmallMoleculeDrug,P28161,Glutathione S-transferase Mu 2
DB00291,Chlorambucil,SmallMoleculeDrug,P21266,Glutathione S-transferase Mu 3
DB00291,Chlorambucil,SmallMoleculeDrug,Q03013,Glutathione S-transferase Mu 4
DB00291,Chlorambucil,SmallMoleculeDrug,P46439,Glutathione S-transferase Mu 5
DB00291,Chlorambucil,SmallMoleculeDrug,P09211,Glutathione S-transferase P
DB00291,Chlorambucil,SmallMoleculeDrug,P30711,Glutathione S-transferase theta-1
DB00291,Chlorambucil,SmallMoleculeDrug,P0CG29,Glutathione S-transferase theta-2
DB00291,Chlorambucil,SmallMoleculeDrug,P0CG30,Glutathione S-transferase theta-2B
DB00291,Chlorambucil,SmallMoleculeDrug,O60760,Hematopoietic prostaglandin D synthase
DB00292,Etomidate,SmallMoleculeDrug,P15538,"Cytochrome P450 11B1, mitochondrial"
DB00292,Etomidate,SmallMoleculeDrug,P19099,"Cytochrome P450 11B2, mitochondrial"
DB00294,Etonogestrel,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00295,Morphine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00295,Morphine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00295,Morphine,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB00295,Morphine,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00295,Morphine,SmallMoleculeDrug,Q9HAW9,UDP-glucuronosyltransferase 1-8
DB00295,Morphine,SmallMoleculeDrug,P54855,UDP-glucuronosyltransferase 2B15
DB00295,Morphine,SmallMoleculeDrug,P06133,UDP-glucuronosyltransferase 2B4
DB00295,Morphine,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB00296,Ropivacaine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00296,Ropivacaine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00296,Ropivacaine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00297,Bupivacaine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00297,Bupivacaine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00297,Bupivacaine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,P54819,"Adenylate kinase 2, mitochondrial"
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,P27144,"Adenylate kinase 4, mitochondrial"
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,P15531,Nucleoside diphosphate kinase A
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,P22392,Nucleoside diphosphate kinase B
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,P12277,Creatine kinase B-type
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,P06732,Creatine kinase M-type
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,P17540,"Creatine kinase S-type, mitochondrial"
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,P12532,"Creatine kinase U-type, mitochondrial"
DB00301,Flucloxacillin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00304,Desogestrel,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00304,Desogestrel,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00304,Desogestrel,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00305,Mitomycin,SmallMoleculeDrug,P16435,NADPH--cytochrome P450 reductase
DB00307,Bexarotene,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00307,Bexarotene,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00309,Vindesine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00312,Pentobarbital,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00312,Pentobarbital,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00312,Pentobarbital,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00313,Valproic acid,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00313,Valproic acid,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00313,Valproic acid,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00313,Valproic acid,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00313,Valproic acid,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB00313,Valproic acid,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00313,Valproic acid,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00313,Valproic acid,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00313,Valproic acid,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB00313,Valproic acid,SmallMoleculeDrug,Q9HAW9,UDP-glucuronosyltransferase 1-8
DB00313,Valproic acid,SmallMoleculeDrug,Q9HAW8,UDP-glucuronosyltransferase 1-10
DB00313,Valproic acid,SmallMoleculeDrug,P19224,UDP-glucuronosyltransferase 1-6
DB00313,Valproic acid,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB00313,Valproic acid,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB00313,Valproic acid,SmallMoleculeDrug,P54855,UDP-glucuronosyltransferase 2B15
DB00313,Valproic acid,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB00313,Valproic acid,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00315,Zolmitriptan,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00315,Zolmitriptan,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB00316,Acetaminophen,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00316,Acetaminophen,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00316,Acetaminophen,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00316,Acetaminophen,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00316,Acetaminophen,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00316,Acetaminophen,SmallMoleculeDrug,P19224,UDP-glucuronosyltransferase 1-6
DB00316,Acetaminophen,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00316,Acetaminophen,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB00316,Acetaminophen,SmallMoleculeDrug,P54855,UDP-glucuronosyltransferase 2B15
DB00316,Acetaminophen,SmallMoleculeDrug,P50225,Sulfotransferase 1A1
DB00316,Acetaminophen,SmallMoleculeDrug,P0DMM9,Sulfotransferase 1A3
DB00316,Acetaminophen,SmallMoleculeDrug,P11245,Arylamine N-acetyltransferase 2
DB00316,Acetaminophen,SmallMoleculeDrug,O00519,Fatty-acid amide hydrolase 1
DB00316,Acetaminophen,SmallMoleculeDrug,P09211,Glutathione S-transferase P
DB00316,Acetaminophen,SmallMoleculeDrug,P09488,Glutathione S-transferase Mu 1
DB00317,Gefitinib,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00317,Gefitinib,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00317,Gefitinib,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00317,Gefitinib,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00317,Gefitinib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00317,Gefitinib,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00318,Codeine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00318,Codeine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00318,Codeine,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB00318,Codeine,SmallMoleculeDrug,P06133,UDP-glucuronosyltransferase 2B4
DB00320,Dihydroergotamine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00321,Amitriptyline,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00321,Amitriptyline,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00321,Amitriptyline,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00321,Amitriptyline,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00321,Amitriptyline,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00321,Amitriptyline,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00321,Amitriptyline,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00321,Amitriptyline,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00321,Amitriptyline,SmallMoleculeDrug,P36537,UDP-glucuronosyltransferase 2B10
DB00321,Amitriptyline,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB00321,Amitriptyline,SmallMoleculeDrug,P08263,Glutathione S-transferase A1
DB00321,Amitriptyline,SmallMoleculeDrug,P09210,Glutathione S-transferase A2
DB00321,Amitriptyline,SmallMoleculeDrug,P09488,Glutathione S-transferase Mu 1
DB00321,Amitriptyline,SmallMoleculeDrug,P28161,Glutathione S-transferase Mu 2
DB00321,Amitriptyline,SmallMoleculeDrug,P21266,Glutathione S-transferase Mu 3
DB00321,Amitriptyline,SmallMoleculeDrug,Q03013,Glutathione S-transferase Mu 4
DB00321,Amitriptyline,SmallMoleculeDrug,P46439,Glutathione S-transferase Mu 5
DB00321,Amitriptyline,SmallMoleculeDrug,P09211,Glutathione S-transferase P
DB00321,Amitriptyline,SmallMoleculeDrug,P30711,Glutathione S-transferase theta-1
DB00321,Amitriptyline,SmallMoleculeDrug,P0CG29,Glutathione S-transferase theta-2
DB00321,Amitriptyline,SmallMoleculeDrug,P0CG30,Glutathione S-transferase theta-2B
DB00321,Amitriptyline,SmallMoleculeDrug,O60760,Hematopoietic prostaglandin D synthase
DB00322,Floxuridine,SmallMoleculeDrug,P19971,Thymidine phosphorylase
DB00322,Floxuridine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00323,Tolcapone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00324,Fluorometholone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00324,Fluorometholone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00325,Nitroprusside,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00327,Hydromorphone,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB00327,Hydromorphone,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB00327,Hydromorphone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00328,Indomethacin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00328,Indomethacin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00328,Indomethacin,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB00328,Indomethacin,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB00328,Indomethacin,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00328,Indomethacin,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB00330,Ethambutol,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00330,Ethambutol,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00330,Ethambutol,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00330,Ethambutol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00330,Ethambutol,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00330,Ethambutol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00330,Ethambutol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00333,Methadone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00333,Methadone,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00333,Methadone,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00333,Methadone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00333,Methadone,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00333,Methadone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00333,Methadone,SmallMoleculeDrug,P11511,Aromatase
DB00333,Methadone,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00333,Methadone,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB00333,Methadone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00333,Methadone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00333,Methadone,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB00333,Methadone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00333,Methadone,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00333,Methadone,SmallMoleculeDrug,P06133,UDP-glucuronosyltransferase 2B4
DB00334,Olanzapine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00334,Olanzapine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00334,Olanzapine,SmallMoleculeDrug,P31513,Dimethylaniline monooxygenase [N-oxide-forming] 3
DB00334,Olanzapine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00334,Olanzapine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00334,Olanzapine,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB00334,Olanzapine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00334,Olanzapine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00334,Olanzapine,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB00334,Olanzapine,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00334,Olanzapine,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00335,Atenolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00336,Nitrofural,SmallMoleculeDrug,P47989,Xanthine dehydrogenase/oxidase
DB00337,Pimecrolimus,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00338,Omeprazole,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00338,Omeprazole,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00338,Omeprazole,SmallMoleculeDrug,Q16678,Cytochrome P450 1B1
DB00338,Omeprazole,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00338,Omeprazole,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00338,Omeprazole,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB00338,Omeprazole,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00338,Omeprazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00338,Omeprazole,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00339,Pyrazinamide,SmallMoleculeDrug,Q06278,Aldehyde oxidase
DB00339,Pyrazinamide,SmallMoleculeDrug,P47989,Xanthine dehydrogenase/oxidase
DB00342,Terfenadine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00342,Terfenadine,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00342,Terfenadine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00342,Terfenadine,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00342,Terfenadine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00342,Terfenadine,SmallMoleculeDrug,P51589,Cytochrome P450 2J2
DB00343,Diltiazem,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00343,Diltiazem,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB00343,Diltiazem,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB00343,Diltiazem,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00343,Diltiazem,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00343,Diltiazem,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00346,Alfuzosin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00347,Trimethadione,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00347,Trimethadione,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00347,Trimethadione,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00347,Trimethadione,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00347,Trimethadione,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00349,Clobazam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00349,Clobazam,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00349,Clobazam,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB00349,Clobazam,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB00349,Clobazam,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00350,Minoxidil,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB00351,Megestrol acetate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00352,Tioguanine,SmallMoleculeDrug,P00492,Hypoxanthine-guanine phosphoribosyltransferase
DB00353,Methylergometrine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00356,Chlorzoxazone,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB00356,Chlorzoxazone,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB00356,Chlorzoxazone,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB00356,Chlorzoxazone,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB00356,Chlorzoxazone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00356,Chlorzoxazone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00357,Aminoglutethimide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00357,Aminoglutethimide,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB00358,Mefloquine,SmallMoleculeDrug,P11511,Aromatase
DB00358,Mefloquine,SmallMoleculeDrug,P22303,Acetylcholinesterase
DB00358,Mefloquine,SmallMoleculeDrug,P06276,Cholinesterase
DB00358,Mefloquine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00359,Sulfadiazine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB00359,Sulfadiazine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB00359,Sulfadiazine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB00360,Sapropterin,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB00361,Vinorelbine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB00361,Vinorelbine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
